Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1404851409,HCW7072,NY,PAS,06/14/2017,37,SDN,ME/BE,X,25645,32625,32625,20171119,0019,19,977,668907,0977,0000,0840A,,NY,F,599,MAIN ST,,0,408,E3,,YYYYYYB,ALL,ALL,GRAY,0,2016,-,0,,,,,
1404851410,HEE9276,NY,PAS,06/17/2017,38,SDN,ME/BE,X,25645,45100,32625,20180223,0019,19,977,668907,0977,0000,0858A,,NY,F,523,MAIN ST,,0,408,I3,,YYYYYYB,ALL,ALL,WHITE,0,2012,-,0,,,,,
1404851434,HTB7471,NY,PAS,06/15/2017,37,SDN,NISSA,X,25645,13113,13113,20170723,0019,19,977,668907,0977,0000,0934A,,NY,F,405,MAIN ST,,0,408,I4,,YYYYYYB,ALL,ALL,DKRD,0,2017,-,0,,,,,
1404851446,HFZ3920,NY,PAS,06/15/2017,71,SUBN,AUDI,X,25645,13113,13113,20180601,0019,19,977,668907,0977,0000,0937A,,NY,,415,MAIN ST,,0,408,I3,,BBBBBBB,ALL,ALL,BLACK,0,2016,-,0,,,,,
1404851460,RSC805,MA,PAS,06/15/2017,38,SUBN,BMW,X,25645,13113,45100,20180531,0019,19,977,668907,0977,0000,0950A,,NY,,475,MAIN ST,,0,408,I4,,YYYYYYB,ALL,ALL,BLUE,0,0,-,0,,,,,
1404851483,HKY3452,NY,PAS,06/16/2017,38,SUBN,LEXUS,X,25645,45100,32625,20180928,0019,19,977,668907,0977,0000,0903A,,NY,F,515,MAIN ST,,0,408,I4,,YYYYYYB,ALL,ALL,WHITE,0,2016,-,0,,,,,
1404851495,J22GYM,NJ,PAS,06/16/2017,38,SDN,CHEVR,X,25645,32625,32625,0,0019,19,977,668907,0977,0000,0917A,,NY,F,625,MAIN ST,,0,408,I4,,YYYYYYB,ALL,ALL,WHITE,0,2010,-,0,,,,,
1404851501,GSN9875,NY,PAS,06/16/2017,37,SUBN,HONDA,X,25645,32625,32625,20190120,0019,19,977,668907,0977,0000,0924A,,NY,F,619,MAIN ST,,0,408,I4,,YYYYYYB,ALL,ALL,WHITE,0,2014,-,0,,,,,
1404851513,HHG5289,NY,PAS,06/17/2017,20,SUBN,TOYOT,X,25645,45100,32625,20180629,0019,19,977,668907,0977,0000,1139A,,NY,F,501,MAIN ST,,0,408,I3,,BBBBBBB,ALL,ALL,BLACK,0,2012,-,0,,,,,
1404851525,HHG5289,NY,PAS,06/17/2017,61,SUBN,TOYOT,X,25645,45100,32625,20180629,0019,19,977,668907,0977,0000,1139A,,NY,F,501,MAIN ST,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,2012,-,0,,,,,
1404851537,HNF2527,NY,PAS,06/17/2017,17,SUBN,ME/BE,X,25645,32625,32625,20190227,0019,19,977,668907,0977,0000,1202A,,NY,F,549,MAIN ST,,0,408,M1,,BBBBBBB,ALL,ALL,WHITE,0,2014,-,0,,,,,
1404851550,HNF2527,NY,PAS,06/17/2017,74,SUBN,ME/BE,X,25645,32625,32625,20190227,,0,977,668907,0977,0000,1254P,,NY,F,549,MAIN ST,,0,408,C4,,BBBBBBB,ALL,ALL,WHITE,0,2014,-,0,,,,,
1404851574,GSN9875,NY,PAS,06/21/2017,38,SUBN,HONDA,X,25645,32625,32625,20190120,0019,19,977,668907,0977,0000,0832A,,NY,F,609,MAIN ST,,0,408,C4,,YYYYYYB,ALL,ALL,WHITE,0,2014,-,0,,,,,
1404851598,HCW7072,NY,PAS,06/15/2017,21,SDN,ME/BE,X,25645,32625,32625,20171119,0019,19,977,828296,0977,0000,1008A,,NY,F,599,MAIN ST,,0,408,C,,YBBYBBB,1000A,1130A,SILVE,0,2016,-,0,,,,,
1404851604,HGC1033,NY,PAS,06/15/2017,21,SUBN,CADIL,X,25645,13113,45100,20180504,0019,19,977,828290,0977,0000,1024A,,NY,F,475,MAIN ST,,0,408,D1,,YBBYBBB,1000A,1130A,BLK,0,2016,-,0,,,,,
1404851616,HPL6697,NY,PAS,06/15/2017,21,SDN,HYUND,X,25645,13113,45100,20170720,0019,19,977,828296,0977,0000,1027A,,NY,F,475,MAIN ST,,0,408,D1,,YBBYBBB,1000A,1130A,BLK,0,2007,-,0,,,,,
1404851641,HEE7679,NY,PAS,06/15/2017,21,SUBN,JEEP,X,25645,13113,13113,20180328,0019,19,977,828296,0977,0000,1033A,,NY,F,453,MAIN ST,,0,408,D1,,YBBYBBB,1000A,1130A,BLK,0,2016,-,0,,,,,
1404851653,GMB7075,NY,PAS,06/15/2017,21,SUBN,SUBAR,X,25645,13113,13113,20171125,0019,19,977,828296,0977,0000,1038A,,NY,F,455,MAIN ST,,0,408,D1,,YBBYBBB,1000A,1130A,RED,0,2017,-,0,,,,,
1404851677,GPF7236,NY,PAS,06/15/2017,21,SDN,CHEVR,X,25645,13113,13113,20171019,0019,19,977,828296,0977,0000,1043A,,NY,F,425,MAIN ST,,0,408,D1,,YBBYBBB,1000A,1130A,BLK,0,2012,-,0,,,,,
1404851689,HKY3452,NY,PAS,06/15/2017,21,SUBN,LEXUS,X,25645,13113,13113,20180928,0019,19,977,828296,0977,0000,1045A,,NY,F,425,MAIN ST,,0,408,D1,,YBBYBBB,1000A,1130A,WH,0,2016,-,0,,,,,
1404851690,GXF2882,NY,PAS,06/15/2017,21,SDN,CHEVR,X,25645,13113,13113,20190331,0019,19,977,828296,0977,0000,0858P,,NY,F,425,MAIN ST,,0,408,D1,,YBBYBBB,1000A,1130A,WH,0,2015,-,0,,,,,
1404851707,HCJ1480,NY,PAS,06/15/2017,21,SUBN,JEEP,X,25645,13113,13113,20171014,0019,19,977,828296,0977,0000,1049A,,NY,F,425,MAIN ST,,0,408,D1,,YBBYBBB,1000A,1130A,GR,0,2004,-,0,,,,,
1404851719,HKS2486,NY,PAS,06/15/2017,21,SDN,NISSA,X,25645,13113,13113,20181226,0019,19,977,828296,0977,0000,1051A,,NY,F,425,MAIN ST,,0,408,D1,,YBBYBBB,1000A,1130A,SILVE,0,2012,-,0,,,,,
1404851720,GVP6252,NY,PAS,06/15/2017,21,SDN,CHRYS,X,25645,13113,13113,20190212,0019,19,977,828296,0977,0000,1052A,,NY,F,425,MAIN ST,,0,408,D1,,YBBYBBB,1000A,1130A,GR,0,2006,-,0,,,,,
1404851732,GVG3504,NY,PAS,06/15/2017,21,SUBN,JEEP,X,25645,32625,32625,20181127,0019,19,977,828296,0977,0000,1053A,,NY,F,525,MAIN ST,,0,408,D1,,YBBYBBB,1000A,1130A,BLK,0,2015,-,0,,,,,
1404851770,GZJ1856,NY,PAS,06/15/2017,21,SUBN,JEEP,X,25645,13113,13113,20170531,0019,19,977,828296,0977,0000,1100A,,NY,F,415,MAIN ST,,0,408,D1,,YBBYBBB,1000A,1130A,WH,0,2015,-,0,,,,,
1404851811,RSC805,NY,PAS,06/16/2017,38,SUBN,BMW,X,0,40404,40404,20180531,0019,19,977,828296,0977,0000,0946A,,NY,F,455,MAIN,,0,408,I4,,BBBBBBB,ALL,ALL,BL,0,0,-,0,,,,,
1404851823,KJB3515,PA,PAS,06/16/2017,38,SUBN,DODGE,X,25645,13113,13113,0,0019,19,977,828296,0977,0000,0947A,,NY,F,465,MAIN ST,,0,408,I4,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1404851835,NHV147,SC,PAS,06/16/2017,38,SDN,HONDA,X,25645,13113,45100,20180430,0019,19,977,828296,0977,0000,0950A,,NY,F,475,MAIN ST,,0,408,I4,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1404851847,GVP6252,NY,PAS,06/23/2017,37,SDN,CHRYS,X,25645,13113,13113,20190212,0019,19,977,828296,0977,0000,0940A,,NY,F,415,MAIN ST,,0,408,I4,,BBBBBBB,ALL,ALL,FR,0,2006,-,0,,,,,
1404851859,JXG7327,PA,PAS,06/23/2017,38,SDN,INFIN,X,25645,13113,13113,20170630,0019,19,977,828296,0977,0000,0942A,,NY,F,425,MAIN ST,,0,408,I3,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1404851860,HRR6378,NY,PAS,06/23/2017,38,SUBN,TOYOT,X,25645,13113,13113,20170627,0019,19,944,828296,O944,0000,0945A,,NY,F,425,MAIN ST,,0,408,I4,,BBBBBBB,ALL,ALL,BL,0,2017,-,0,,,,,
1404851914,HMP6814,NY,PAS,07/06/2017,21,SDN,ME/BE,X,25645,32625,32625,20190226,0019,19,977,828296,0977,0000,0159A,,NY,F,571,MAIN ST,,0,408,D1,,YBBYBBB,16A,11A,WH,0,2017,-,0,,,,,
1404851926,HJN1402,NY,PAS,07/06/2017,40,SUBN,ME/BE,X,25645,32625,32625,20180912,0019,19,977,828296,0977,0000,1245P,,NY,F,551,MAIN ST,,0,408,D1,,BBBBBBB,ALL,ALL,WH,0,2012,-,0,,,,,
1404851938,GVG3504,NY,PAS,07/06/2017,21,SUBN,JEEP,X,25645,32625,32625,20181127,0019,19,977,828296,0977,0000,1008A,,NY,F,571,MAIN ST,,0,408,E2,,YBBYBBB,1000A,1130A,BLK,0,2015,-,0,,,,,
1404851999,HFE6033,NY,PAS,07/08/2017,40,VAN,CHEVR,X,25645,32625,32625,20170410,0019,19,922,569012,0922,0000,0807A,,NY,F,579,MAIN ST,,0,408,E2,,BYBBBBB,ALL,ALL,TAN,0,0,-,0,,,,,
1404852001,GCH7944,NY,PAS,07/07/2017,14,SDN,CHEVR,X,25645,13113,45100,20190113,0019,19,972,569012,0972,0000,1031A,,NY,F,475,MAIN ST,,0,408,E2,,BYBBYYB,0700A,0100P,BK,0,2004,-,0,,,,,
1404852037,HMK2311,NY,PAS,06/27/2017,20,VAN,GMC,X,25645,32625,32625,20190430,0019,19,977,569012,0977,0000,0824A,,NY,F,575,MAIN ST,,0,408,D,,YYYYYBB,0700A,0600P,GREEN,0,1992,-,0,,,,,
1404852050,HJC9774,NY,PAS,06/24/2017,20,SDN,TOYOT,X,25645,40404,40404,20180810,0019,19,977,569012,0977,0000,0216P,,NY,F,400,MAIN ST,,0,408,F1,,BBBBBBB,ALL,ALL,SIL,0,0,-,0,,,,,
1404852086,KJB3515,PA,PAS,07/07/2017,20,SUBN,DODGE,X,25645,45100,32625,0,0019,19,972,569012,0972,0000,0753A,,NY,F,521,MAIN ST,,0,408,C,,BYBBYYB,0700A,0100P,BUR,0,0,-,0,,,,,
1404852141,HFH2460,NY,PAS,07/08/2017,19,SDN,TOYOT,X,25645,32625,32625,20180412,0019,19,977,569012,0977,0000,1153A,,NY,F,579,MAIN ST,,0,408,C,,YBBBBBB,ALL,ALL,BK,0,2013,-,0,,,,,
1404852189,HMC7067,NY,PAS,06/18/2017,20,SUBN,TOYOT,X,25645,13113,13113,20181017,0019,19,977,622660,0977,0000,0230A,,NY,F,465,MAIN ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2017,-,0,,,,,
1404852207,HDS6480,NY,PAS,06/18/2016,20,SDN,HONDA,X,25645,13113,13113,20171216,0019,19,977,622660,0977,0000,0813A,,NY,O,425,MAIN ST,,0,408,D,,BBBBBBB,ALL,ALL,GRAY,0,2016,-,0,,,,,
1404852219,HCV9717,NY,PAS,06/18/2017,20,SDN,TOYOT,X,25645,13113,13113,20171120,0019,19,977,622660,0977,0000,0816A,,NY,O,425,MAIN ST,,0,408,D,,BBBBBBB,ALL,ALL,SILVE,0,2015,-,0,,,,,
1404852220,HPA2988,NY,PAS,06/18/2017,20,SDN,HONDA,X,25645,13113,13113,20190601,0019,19,977,622660,0977,0000,0819A,,NY,O,425,MAIN ST,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1404852232,GS2584,NY,ORG,06/18/2017,20,SDN,BMW,X,25645,13113,13113,20171229,0019,19,977,622660,0977,0000,0834A,,NY,O,425,MAIN ST,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,2017,-,0,,,,,
1404852244,HEH4674,NY,PAS,06/18/2017,20,SUBN,JEEP,X,25645,13113,13113,20180130,0019,19,977,622660,0977,0000,0840A,,NY,O,425,MAIN ST,,0,408,D,,BBBBBBB,ALL,ALL,GRAY,0,2015,-,0,,,,,
1404852281,HCN1167,NY,PAS,06/25/2017,53,SDN,ME/BE,X,25645,13113,13113,20180501,0019,19,977,622660,0977,0000,0320A,,NY,O,405,MAIN ST,,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0,2016,-,0,,,,,
1404852347,HRB5203,NY,PAS,07/12/2017,51,SUBN,FORD,X,25645,40404,40404,20190331,0019,19,977,622660,0977,0000,1256A,,NY,F,,E 50 MAIN ST,,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0,2017,-,0,,,,,
1404852384,HPF5079,NY,PAS,07/02/2017,24,SUBN,GMC,X,25645,32625,32625,20180128,0019,19,977,521975,0977,0000,0800A,,NY,,,R/O 645 MAIN ST,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0,2007,-,0,,,,,
1404852396,HDX5204,NY,PAS,07/02/2017,24,SDN,HYUND,X,25645,32625,32625,20180101,0019,19,977,521975,0977,0000,1144A,,NY,,,R/O 645 MAIN ST,,0,408,D5,,BBBBBBB,ALL,ALL,FREY,0,2012,-,0,,,,,
1404852499,HCX1599,NY,PAS,07/10/2017,24,SUBN,ME/BE,X,25645,13113,32625,20171129,0019,19,977,521975,0977,0000,0838A,,NY,,,R/O 888 MAIN ST,,0,408,I3,,BBBBBBB,ALL,ALL,GREY,0,2015,-,0,,,,,
1404852580,HCS2263,NY,PAS,06/22/2017,21,SDN,ME/BE,X,25645,97690,29605,20171104,0019,19,977,668907,0977,0000,1002A,,NY,F,694,MAIN ST,,0,408,C,,YBBYBBB,1000A,1130A,BLUE,0,2014,-,0,,,,,
1404852608,HLG4467,NY,PAS,06/22/2017,21,SDN,NISSA,X,25645,97690,29605,20181110,0019,19,977,668907,0977,0000,1018A,,NY,O,694,MAIN ST,,0,408,D1,,YBBYBBB,1000A,1130A,GRAY,0,0,-,0,,,,,
1404852610,HLG4467,NY,PAS,06/22/2017,37,SDN,NISSA,X,25645,97690,29605,20181110,0019,19,977,668907,0977,0000,1021A,,NY,O,694,MAIN ST,,0,408,D1,,YYYYYYB,ALL,ALL,GRAY,0,0,-,0,,,,,
1404852621,GFV5876,NY,PAS,06/22/2017,21,SUBN,HONDA,X,25645,97690,29605,20190325,0019,19,977,668907,0977,0000,1022A,,NY,F,694,MAIN ST,,0,408,I3,,YBBYBBB,1000A,1130A,GRAY,0,2010,-,0,,,,,
1404852633,HKY3452,NY,PAS,06/22/2017,21,SUBN,LEXUS,X,25645,97690,29605,20180928,0019,19,977,668907,0977,0000,1029A,,NY,F,688,MAIN ST,,0,408,D1,,YBBYBBB,1000,1130A,WHITE,0,2016,-,0,,,,,
1404852669,HEK8721,NY,PAS,06/22/2017,21,SDN,ME/BE,X,25645,32625,32625,20180224,0019,19,977,668907,0977,0000,1027A,,NY,F,619,MAIN ST,,0,408,D1,,YBBYBBB,1000A,1130A,WHITE,0,2016,-,0,,,,,
1404852670,HEK8721,NY,PAS,06/22/2017,37,SDN,ME/BE,X,25645,32625,32625,20180224,0019,19,977,668907,0977,0000,1029A,,NY,F,619,MAIN ST,,0,408,D1,,YYYYYYB,ALL,ALL,WHITE,0,2016,-,0,,,,,
1404852700,HFY2925,NY,PAS,06/22/2017,38,SDN,ACURA,X,29605,13113,13113,20180506,0019,19,977,668907,0977,0000,1046A,,NY,F,20,RIVER RD,,0,408,I3,,YYYYYYB,ALL,ALL,WHITE,0,2015,-,0,,,,,
1404852712,HBG5952,NY,PAS,06/22/2017,37,SUBN,TOYOT,X,29605,25645,13113,20171109,0019,19,977,668907,0977,0000,1059A,,NY,F,10,RIVER RD,,0,408,I4,,YYYYYYB,ALL,ALL,GRAY,0,2009,-,0,,,,,
1404852736,HCW7072,NY,PAS,06/23/2017,38,SDN,ME/BE,X,25645,32625,32625,20171119,0019,19,977,668907,0977,0000,1257P,,NY,F,599,MAIN ST,,0,408,I4,,YYYYYYB,ALL,ALL,GRAY,0,2016,-,0,,,,,
1404852761,GTJ9055,NY,PAS,06/27/2017,38,SDN,NISSA,X,25645,13113,13113,20180829,0019,19,977,668907,0977,0000,0937A,,NY,F,455,MAIN ST,,0,408,D,,YYYYYYB,ALL,ALL,BLACK,0,2015,-,0,,,,,
1404852797,HBE7427,NY,PAS,06/27/2017,37,SDN,CHEVR,X,25645,97690,29605,20180704,0019,19,977,582095,0977,0000,0816P,,NY,F,694,MAIN ST,,0,408,I4,,YYYYYYB,0700A,0700A,GREY,0,2014,-,0,,,,,
1404852827,HAZ3437,NY,PAS,06/27/2017,38,SDN,KIA,X,29605,25645,13113,20171008,0019,19,977,582095,0977,0000,0828P,,NY,F,10,RIVER ROAD,,0,408,I4,,YYYYYYB,0700A,0700A,BK,0,2015,-,0,,,,,
1404852840,HDF5079,NY,PAS,06/28/2017,37,SUBN,GMC,X,29605,13113,13113,20180128,0019,19,977,582095,0977,0000,0634P,,NY,F,20,RIVER ROAD,,0,408,I3,,YYYYYYB,0700A,0700A,BK,0,2003,-,0,,,,,
1404852852,HAZ3437,NY,PAS,06/28/2017,38,SDN,KIA,X,29605,13113,13113,20171008,0019,19,977,582095,0977,0000,0637P,,NY,F,20,RIVER ROAD,,0,408,I3,,YYYYYYB,0700A,0700A,BLACK,0,2015,-,0,,,,,
1404852864,HCG8247,NY,PAS,06/28/2017,37,SUBN,JEEP,X,29605,13113,13113,20171028,0019,19,977,582095,0977,0000,0639P,,NY,F,20,RIVER ROAD,,0,408,I4,,YYYYYYB,0700A,0700A,RED,0,2015,-,0,,,,,
1404852876,HLX7224,NY,PAS,06/28/2017,38,SDN,HONDA,X,29605,13113,13113,20181007,0019,19,977,582095,0977,0000,0642P,,NY,F,20,RIVER ROAD,,0,408,I3,,YYYYYYB,0700A,0700A,WHT,0,2016,-,0,,,,,
1404852888,HMP6814,NY,PAS,06/30/2017,38,SDN,ME/BE,X,25645,32625,32625,20190226,0019,19,977,582095,0977,0000,0623P,,NY,F,595,MAIN STREET,,0,408,E2,,YYYYYYB,0700A,0700A,WHT,0,2017,-,0,,,,,
1404852890,HT6810,NC,PAS,06/30/2017,46,SUBN,CHRYS,X,25645,32625,32625,20180620,0019,19,977,582095,0977,0000,0635P,,NY,O,550,MAIN ST,,0,408,I4,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,
1404852906,K24FGN,NJ,PAS,07/05/2017,38,SDN,BMW,X,25645,32625,32625,20200510,0019,19,977,582095,0977,0000,0627P,,NY,F,559,MAIN STREET,,0,408,F1,,YYYYYYB,0700A,0700A,WHT,0,0,-,0,,,,,
1404852967,HSM1136,NY,PAS,07/06/2017,62,SUBN,CHEVR,X,25645,13113,13113,20190514,0019,19,977,582095,0977,0000,0608P,,NY,F,405,MAIN ST,,0,408,C4,,BBBBBBB,ALL,ALL,RED,0,2008,-,0,,,,,
1404852980,HHV8383,NY,PAS,06/21/2017,20,SDN,HONDA,X,25645,32625,32625,20180618,0019,19,977,627890,0977,0000,0923P,,NY,F,560,MAIN ST,,0,408,F1,,BBBBBBB,ALL,ALL,SILVE,0,2016,-,0,,,,,
1404852992,T62HXS,NJ,PAS,06/22/2017,20,SUBN,FORD,X,25645,32625,32625,0,0019,19,977,627890,0977,0000,0835P,,NY,F,560,MAIN ST,,0,408,D,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1404853005,HMP6814,NY,PAS,06/22/2017,20,SDN,,X,25645,32625,32625,20190226,0019,19,977,627890,0977,0000,0835P,,NY,F,560,MAIN ST,,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0,2017,-,0,,,,,
1404853017,GYK432,NY,PAS,06/24/2017,61,SUBN,HONDA,X,25645,32625,32625,20190615,0019,19,977,627890,0977,0000,0230P,,NY,F,579,MAIN ST,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,2014,-,0,,,,,
1404853030,GST5833,NY,PAS,06/25/2017,53,SUBN,JEEP,X,25645,13113,13113,20180823,0019,19,977,627890,0977,0000,0435P,,NY,O,405,MAIN ST,,0,408,F6,,BBBBBBB,ALL,ALL,BLACK,0,2010,-,0,,,,,
1404853066,HDE3124,NY,PAS,06/25/2017,20,SDN,HYUND,X,25645,32625,32625,20170930,0019,19,977,627890,0977,0000,0515P,,NY,F,540,MAIN ST,,0,408,D,,BBBBBBB,ALL,ALL,RED,0,2017,-,0,,,,,
1404853133,HMM9536,NY,PAS,07/06/2017,20,SUBN,DODGE,X,25645,45100,32625,20181219,0019,19,977,627890,0977,0000,0715P,,NY,F,510,MAIN ST,,0,408,E3,,BBBBBBB,ALL,ALL,SILVE,0,2002,-,0,,,,,
1404853157,KJG2965,PA,PAS,07/08/2017,20,SUBN,CHRYS,X,25645,45100,32625,0,0019,19,977,627890,0977,0000,0811A,,NY,F,510,MAIN ST,,0,408,D,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,
1404853170,HMP6814,NY,PAS,06/25/2017,20,SDN,ME/BE,X,25645,32625,32625,20190226,0019,19,977,627890,0977,0000,0540P,,NY,F,560,MAIN ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2017,-,0,,,,,
1404853194,NGP399,SC,PAS,06/27/2017,38,SUBN,MITSU,X,25645,32625,32625,20180388,0019,19,977,589219,0977,0000,0934A,,NY,F,563,MAIN ST,,0,408,I3,,YYYYYYB,ALL,ALL,BLK,0,0,-,0,,,,,
1404853261,HGZ2727,NY,PAS,06/29/2017,21,SDN,BMW,X,25645,97690,29605,20180613,0019,19,977,589219,0977,0000,1031A,,NY,F,694,MAIN ST,,0,408,D1,,YBBYBBB,1000A,1130A,BK,0,2013,-,0,,,,,
1399479349,HLK7325,NY,PAS,07/02/2017,24,SDN,,K,0,46850,0,20181120,122,122,5,160230,0005,0000,0337P,,R,,,SOUTH BEACH DOLPHIN,FR CAPODANNO BLVD,0,408,F3,,BBBBBBB,ALL,ALL,WHITE,0,2002,-,0,,,,,
1399479398,GPE2521,NY,PAS,07/02/2017,63,SUBN,CHEVR,K,0,0,0,20180608,122,122,5,160230,0005,0000,1009P,,R,,,SOUTH BEACH LOT 1,OCEAN AVE / DRURY AV,0,408,F3,,BBBBBBB,ALL,ALL,RED,0,2006,-,0,,,,,
1399482312,T706526C,NY,OMT,07/04/2017,51,SDN,TOYOT,K,22695,70068,0,20170731,123,123,5,160373,0005,0000,0348P,,R,,,CHESTER AV,CORNELIA AVE,0,408,E1,,BBBBBBB,ALL,ALL,BLACK,0,2017,-,0,,,,,
1399489033,JNA0700,PA,PAS,06/29/2017,63,SDN,HYUND,K,0,0,0,0,122,122,5,160098,0005,0000,0110A,,R,,,SO BEACH LOT 2,SAND LN/ FR CAPONDAN,0,408,F3,,BBBBBBB,ALL,ALL,SILV,0,0,-,0,,,,,
1399489057,HNN1717,NY,PAS,06/26/2017,63,SDN,MAZDA,K,0,46100,0,20190419,122,122,5,160098,0005,0000,1220A,,R,,,SO BEACH LOT 2,SAND LN,0,408,F3,,BBBBBBB,ALL,ALL,WH,0,2017,-,0,,,,,
1399489422,GLH8476,NY,PAS,07/04/2027,45,SDN,INFIN,K,39202,47000,34155,20171208,122,122,5,160644,0005,0000,0532P,,R,,,MIDLAND BEACH LOT 9,,0,408,E3,,BBBBBBB,ALL,ALL,BEIGE,0,1999,-,0,,,,,
1399489434,GSS8659,NY,PAS,07/04/2017,45,,HYUND,K,39202,47000,34155,20180921,122,122,5,160644,0005,0000,0537P,,R,,,MIDLAND BEACH LOT 9,,0,408,E1,,BBBBBBB,ALL,ALL,BLUE,0,2017,-,0,,,,,
1399489460,HRD5370,NY,PAS,07/04/2017,45,SUBN,LEXUS,K,39202,47000,34155,20190411,122,122,5,160644,0005,0000,0547P,,R,,,MIDLAND BEACH LOT 9,,0,408,D,,BBBBBBB,ALL,ALL,BEIGE,0,2005,-,0,,,,,
1399489501,HFA3876,NY,PAS,07/04/2017,67,SUBN,VOLKS,K,39202,47000,34155,20180311,122,122,5,160644,0005,0000,0854P,,R,,,MIDLAND BEACH LOT 4,,0,408,E1,,BBBBBBB,ALL,ALL,BLACK,0,2016,-,0,,,,,
1399489513,KBX9666,PA,PAS,07/16/2017,20,,BMW,K,44635,37380,0,0,123,123,5,160644,0005,0000,1127A,,R,,,RAMONA AVE,MAGUIRE AVE,0,408,F3,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1399489525,HNE1393,NY,PAS,07/04/2017,14,SUBN,CHRYS,K,39202,47000,34155,20181220,122,122,5,160644,0005,0000,0656P,,R,,,MIDLAND BEACH LOT 9,,0,408,F7,,BBBBBBB,ALL,ALL,GREY,0,2006,-,0,,,,,
1399489537,HAE7515,NY,PAS,07/04/2017,62,SDN,MITSU,K,0,0,0,20190325,122,122,5,160644,0005,0000,0905P,,R,,,SOUTH BEACH LOT 2,FT  CAP,0,408,C,,BBBBBBB,ALL,ALL,GREY,0,2003,-,0,,,,,
1399489550,GUY8868,NY,PAS,07/04/2017,62,SDN,NISSA,K,0,0,0,20181112,122,122,5,160644,0005,0000,1029P,,R,,,SOUTH BEACH LOT 9,FR  CAP BLVD,0,408,D4,,BBBBBBB,ALL,ALL,WHITE,0,2015,-,0,,,,,
1399489574,HJE8305,NY,PAS,07/16/2017,20,SDN,NISSA,K,0,40404,40404,20180712,122,122,5,160644,0005,0000,0228P,,R,,,DOLPHIN CIRCLE,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,2016,-,0,,,,,
1399489586,GSS8268,NY,PAS,07/16/2017,20,SUBN,VOLVO,K,0,40404,40404,20181002,122,122,5,160644,0005,0000,0225P,,R,,,DOLPHIN CIRCLE,,0,408,D,,BBBBBBB,ALL,ALL,GRAY,0,2005,-,0,,,,,
1399489598,HNN4507,NY,PAS,07/16/2017,20,P,JEEP,K,0,40404,40404,20190122,122,122,5,160644,0005,0000,0221P,,R,,,DOLPHIN CIRCLE,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,2017,-,0,,,,,
1399489689,K86HLY,NJ,PAS,07/02/2017,14,,TOYOT,K,46850,46100,0,20220188,122,122,5,160324,0005,0000,0404P,,R,,,CAPODANNO BLVD,SAND LANE,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1399489707,HKW5315,NY,PAS,07/02/2017,24,SUBN,HONDA,K,0,0,0,20180903,122,122,5,160321,0005,0000,0619P,,R,,,SAND LN / DOLPHIN CI,FR CAPADONNA BLVD,0,408,D5,,BBBBBBB,ALL,ALL,SILVE,0,2016,-,0,,,,,
1399489719,GRL4463,NY,PAS,07/02/2017,63,SDN,TOYOT,K,36500,46850,0,20170902,122,122,5,160324,0005,0000,1032P,,R,,,LINCOLN AVE,FR CAPODANNO BLVD,0,408,D5,,BBBBBBB,ALL,ALL,WHITE,0,2016,-,0,,,,,
1399489732,HNE4558,NY,PAS,07/04/2017,45,SDN,MERCU,K,0,41300,0,20170817,122,122,5,160324,0005,0000,0442P,,R,,,SOUTH BEACH LOT 1,OCEAN AVE,0,408,D3,,BBBBBBB,ALL,ALL,RED,0,2001,-,0,,,,,
